"","X","...1","price","ranks","title","no_of_copies_sold","ratings","author","cover_type","year","genre","book_id"
"578",578,577,14.86,86,"MONEY Master the Game: 7 Simple Steps to Financial Freedom",10710,4.6,"Tony Robbins","Hardcover",2014,"Non Fiction",13182
"579",579,578,5.36,87,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2014,"Fiction",12586
"580",580,579,13.47,NA,"Quiet: The Power of Introverts in a World That Can't Stop Talking",20015,4.6,"Susan Cain","Paperback",2014,"Non Fiction",14422
"581",581,580,23.3,89,"Revival: A Novel",11359,4.3,"Stephen King","Hardcover",2014,"Fiction",13878
"582",582,581,6.9,90,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2014,"Fiction",14001
"583",583,582,18.23,91,"Minecraft: Redstone Handbook: An Official Mojang Book",842,NA,"Scholastic","Hardcover",2014,"Fiction",11281
"584",584,583,9.99,92,"Of Mice and Men",25434,4.7,"John Steinbeck","Mass Market Paperback",2014,"Fiction",11405
"585",585,584,25.75,93,"10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!",32825,4.7,"JJ Smith","Paperback",2014,"Non Fiction",12222
"586",586,585,20.97,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9891,4.7,"Kerry Patterson","Paperback",2014,"Non Fiction",14862
"587",587,586,3.99,95,"A Day in the Sun (Disney Frozen) (Pictureback(R))",734,4.6,"Frank Berrios","Paperback",2014,"Fiction",12512
"588",588,587,17.1,96,"The Giver (Giver Quartet)",26262,4.7,"Lois Lowry","Mass Market Paperback",2014,"Fiction",12164
"589",589,588,4.59,97,"Chicka Chicka Boom Boom (Board Book)",33598,4.9,"Bill Martin Jr.","Board book",2014,"Fiction",13457
"590",590,589,20,98,"Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great",3350,4.7,"Danielle Walker","Paperback",2014,"Non Fiction",11261
"591",591,590,18.68,99,"Minecraft: Essential Handbook",867,4.7,"Stephanie Milton","Hardcover",2014,"Fiction",14835
"592",592,591,16.5,100,"Good to Great: Why Some Companies Make the Leap and Others Don't",5803,4.5,"Jim Collins","Hardcover",2014,"Non Fiction",11304
"593",593,592,4.78,1,"First 100 Words: A Padded Board Book",35236,4.7,"Roger Priddy","Board book",2015,"Non Fiction",11048
"594",594,593,8.32,2,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2015,"Non Fiction",12270
"595",595,594,4.99,3,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2015,"Non Fiction",13450
"596",596,595,9.99,4,"Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults",15022,4.7,"Johanna Basford","Paperback",2015,"Non Fiction",11045
"597",597,596,18.29,5,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2015,"Non Fiction",11535
"598",598,597,15.83,6,"Go Set a Watchman: A Novel",18592,3.7,"Harper Lee","Hardcover",2015,"Fiction",13718
"599",599,598,12.15,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)",8106,4.7,"Johanna Basford","Paperback",2015,"Non Fiction",12860
"600",600,599,18.98,8,"All the Light We Cannot See",67291,4.6,"Anthony Doerr","Hardcover",2015,"Fiction",12305
"601",601,600,14.24,9,"The Girl on the Train",91515,4.1,"Paula Hawkins","Hardcover",2015,"Fiction",14155
"602",602,601,6.91,10,"Adult Coloring Book: Stress Relieving Patterns",4253,4.5,"Blue Star Coloring","Paperback",2015,"Non Fiction",12626
"603",603,602,8.78,11,"Diary of a Wimpy Kid #10: Old School",14243,4.8,"Jeff Kinney","Hardcover",2015,"Fiction",13664
"604",604,603,17.36,12,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Mass Market Paperback",2015,"Fiction",13221
"605",605,604,7.99,13,"Adult Coloring Book: Stress Relieving Animal Designs",3924,4.6,"Blue Star Coloring","Paperback",2015,"Non Fiction",13214
"606",606,605,8.49,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",3138,4.5,"Coloring Books for Adults","Paperback",2015,"Non Fiction",14515
"607",607,606,16.12,15,"Humans of New York : Stories",5061,4.9,"Brandon Stanton","Hardcover",2015,"Non Fiction",13045
"608",608,607,10.41,16,"The Martian",51405,4.7,"Andy Weir","Paperback",2015,"Fiction",12127
"609",609,608,8.48,17,"Oh, the Places You'll Go!Â Â ",42848,4.9,"Dr. Seuss","Hardcover",2015,"Fiction",12759
"610",610,609,4.44,18,"Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids)",5687,4.5,"Rob Elliott","Paperback",2015,"Fiction",13151
"611",611,610,5,19,"Dear Zoo: A Lift-the-Flap Book",26368,4.8,"Rod Campbell","Board book",2015,"Fiction",12987
"612",612,611,9.19,20,"The Day the Crayons Quit",19898,4.8,"Drew Daywalt","Hardcover",2015,"Fiction",11298
"613",613,612,14.03,21,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics",31128,4.8,"Daniel James Brown","Paperback",2015,"Non Fiction",12615
"614",614,613,7.53,22,"Jesus Calling, Padded Hardcover, with Scripture references",31196,4.9,"Sarah Young","Hardcover",2015,"Non Fiction",13081
"615",615,614,8.55,NA,"Mindset: The New Psychology of Success",13911,4.6,"Carol S. Dweck","Paperback",2015,"Non Fiction",12310
"616",616,615,12.76,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)",37799,4.5,"E L James","Paperback",2015,"Fiction",12676
"617",617,616,5.99,25,"Creative Haven Creative Cats Coloring Book (Adult Coloring)",5114,4.8,"Marjorie Sarnat","Paperback",2015,"Non Fiction",11385
"618",618,617,10.5,26,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2015,"Non Fiction",14192
"619",619,618,7.57,NA,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2015,"Non Fiction",14115
"620",620,619,11.95,28,"Balance (Angie's  Extreme Stress Menders)",2270,4.6,"Angie Grace","Paperback",2015,"Non Fiction",12213
"621",621,620,5.38,29,"Creative Haven Owls Coloring Book (Adult Coloring)",5205,4.7,"Marjorie Sarnat","Paperback",2015,"Non Fiction",11861
"622",622,621,25.99,30,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)",14418,NA,"Thug Kitchen","Hardcover",2015,"Non Fiction",11124
"623",623,622,6.9,31,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2015,"Fiction",12621
"624",624,623,9.67,32,"Wonder",35698,4.8,"R. J. Palacio","Hardcover",2015,"Fiction",14666
"625",625,624,17.99,33,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2015,"Non Fiction",14648
"626",626,625,7.74,34,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2015,"Non Fiction",11848
"627",627,626,16,NA,"Being Mortal: Medicine and What Matters in the End",19284,4.8,"Atul Gawande","Hardcover",2015,"Non Fiction",11323
"628",628,627,4.98,36,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2015,"Fiction",13918
"629",629,628,4.93,37,"The Very Hungry Caterpillar",54008,4.9,"Eric Carle","Board book",2015,"Fiction",12593
"630",630,629,24.29,38,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2015,"Non Fiction",11039
"631",631,630,12.92,39,"Between the World and Me",20038,4.7,"Ta-Nehisi Coates","Hardcover",2015,"Non Fiction",11219
"632",632,631,5.67,40,"Baby Touch and Feel: Animals",10680,4.7,"DK","Board book",2015,"Non Fiction",14764
"633",633,632,9.9,41,"The Book with No Pictures",16882,4.8,"B. J. Novak","Hardcover",2015,"Fiction",13885
"634",634,633,14.5,42,"The Wright Brothers",7924,4.7,"David McCullough","Hardcover",2015,"Non Fiction",13721
"635",635,634,5.38,43,"Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books)",2601,4.6,"Marty Noble","Paperback",2015,"Non Fiction",11078
"636",636,635,16.26,44,"The Nightingale: A Novel",99932,NA,"Kristin Hannah","Hardcover",2015,"Fiction",12550
"637",637,636,14.44,45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve Supper",8083,4.8,"Ree Drummond","Hardcover",2015,"Non Fiction",12861
"638",638,637,8.73,46,"What Pet Should I Get? (Classic Seuss)",6169,4.8,"Dr. Seuss","Hardcover",2015,"Fiction",11429
"639",639,638,19.39,47,"Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series)",6646,4.7,"Bill O'Reilly","Hardcover",2015,"Non Fiction",11763
"640",640,639,14.39,48,"Harry Potter Coloring Book",10136,4.8,"Scholastic","Paperback",2015,"Non Fiction",12859
"641",641,640,9.99,49,"American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History",19371,4.6,"Chris Kyle","Paperback",2015,"Non Fiction",11025
"642",642,641,14.68,50,"The Whole30: The 30-Day Guide to Total Health and Food Freedom",15554,4.6,"Melissa Hartwig Urban","Hardcover",2015,"Non Fiction",14176
"643",643,642,5.71,51,"Diary of a Minecraft Zombie Book 1: A Scare of A Dare",12855,4.7,"Zack Zombie","Paperback",2015,"Fiction",11288
"644",644,643,6.79,52,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2015,"Fiction",14773
"645",645,644,14.95,NA,"Lost Ocean: An Inky Adventure and Coloring Book for Adults",8066,4.7,"Johanna Basford","Paperback",2015,"Non Fiction",11411
"646",646,645,20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6296,4.6,"Patrick Lencioni","Hardcover",2015,"Non Fiction",14194
"647",647,646,41,55,"The Official SAT Study Guide",1526,4.4,"The College Board","Paperback",2015,"Non Fiction",11166
"648",648,647,9.05,56,"10-Day Green Smoothie Cleanse",32825,4.7,"JJ Smith","Paperback",2015,"Non Fiction",12080
"649",649,648,6.92,57,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2015,"Non Fiction",12653
"650",650,649,4.59,58,"Chicka Chicka Boom Boom (Board Book)",33598,4.9,"Bill Martin Jr.","Board book",2015,"Fiction",13022
"651",651,650,13.64,59,"The Day the Crayons Came Home",5389,4.9,"Drew Daywalt","Hardcover",2015,"Fiction",11587
"652",652,651,13.3,60,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions",18840,4.7,"Randall Munroe","Hardcover",2015,"Non Fiction",14556
"653",653,652,7.68,61,"Paper Towns",10316,4.4,"John Green","Paperback",2015,"Fiction",14607
"654",654,653,12.79,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",33629,4.8,"Laura Hillenbrand","Paperback",2015,"Non Fiction",13625
"655",655,654,12,63,"Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series)",3094,4.2,"Laurence J. Kotlikoff","Hardcover",2015,"Non Fiction",12282
"656",656,655,11.46,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)",7465,4.7,"Rick Riordan","Hardcover",2015,"Fiction",13719
"657",657,656,8.95,65,"Dragons Love Tacos",15753,4.8,"Adam Rubin","Hardcover",2015,"Fiction",11993
"658",658,657,8.29,66,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2015,"Fiction",12896
"659",659,658,9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",24552,4.8,"Valorie Schaefer","Paperback",2015,"Non Fiction",14747
"660",660,659,7.99,68,"Potty (Leslie Patricelli board books)",12933,4.7,"Leslie Patricelli","Board book",2015,"Fiction",13216
"661",661,660,22.49,69,"Thing Explainer: Complicated Stuff in Simple Words",3834,4.6,"Randall Munroe","Hardcover",2015,"Non Fiction",12775
"662",662,661,19.71,70,"Dead Wake: The Last Crossing of the Lusitania",11006,4.6,"Erik Larson","Hardcover",2015,"Non Fiction",12946
"663",663,662,3.97,71,"The Going-To-Bed Book",15393,4.8,"Sandra Boynton","Board book",2015,"Fiction",14750
"664",664,663,12.88,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook",3754,4.4,"Ali Maffucci","Paperback",2015,"Non Fiction",12029
"665",665,664,3.99,73,"Mystical Mandala Coloring Book (Dover Mandala Coloring Books)",2944,4.5,"Alberta Hutchinson","Paperback",2015,"Non Fiction",14626
"666",666,665,144,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",12114,4.7,"American Psychiatric Association","Paperback",2015,"Non Fiction",11984
"667",667,666,6.99,75,"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers",4838,4.6,"DK","Paperback",2015,"Fiction",12199
"668",668,667,12.74,76,"The 20/20 Diet: Turn Your Weight Loss Vision Into Reality",8313,4,"Phil McGraw","Hardcover",2015,"Non Fiction",14971
"669",669,668,5.49,77,"Night (Night)",8573,4.7,"Elie Wiesel","Paperback",2015,"Non Fiction",11716
"670",670,669,18,78,"What to Expect When You're Expecting",29389,4.8,"Heidi Murkoff","Paperback",2015,"Non Fiction",14535
"671",671,670,15.79,79,"The Jesus Storybook Bible: Every Story Whispers His Name",11859,4.9,"Sally Lloyd-Jones","Hardcover",2015,"Non Fiction",11388
"672",672,671,12.99,80,"The Road to Character",3074,4.4,"David Brooks","Hardcover",2015,"Non Fiction",13174
"673",673,672,4.98,81,"Where Is Baby's Belly Button? A Lift-the-Flap Book",12738,NA,"Karen Katz","Board book",2015,"Non Fiction",14009
"674",674,673,13.29,82,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2015,"Fiction",12498
"675",675,674,13.95,83,"Guess How Much I Love You",5890,4.8,"Sam McBratney","Board book",2015,"Fiction",13279
"676",676,675,9.99,84,"Creative Coloring Inspirations: Art Activity Pages to Relax and Enjoy! (Design Originals) 30 Motivating & Creative Art Activities on High-Quality, Extra-Thick Perforated Pages that Won't Bleed Through",1797,4.7,"Valentina Harper","Paperback",2015,"Non Fiction",12146
"677",677,676,9.99,85,"Little Blue Truck",1958,4.9,"Alice Schertle","Board book",2015,"Fiction",11731
"678",678,677,9.49,86,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2015,"Fiction",14573
"679",679,678,11.29,87,"Thinking, Fast and Slow",29732,4.6,"Daniel Kahneman","Paperback",2015,"Non Fiction",11780
"680",680,679,7.5,88,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",6281,4.6,"Tom Robinson","Paperback",2015,"Non Fiction",11079
"681",681,680,7.48,89,"George Orwell",72441,4.7,"George Orwell","Mass Market Paperback",2015,"Fiction",11820
"682",682,681,20.97,90,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition",9891,4.7,"Kerry Patterson","Paperback",2015,"Non Fiction",11888
"683",683,682,14.98,91,"Emotional Intelligence 2.0",10429,4.5,"Travis Bradberry","Hardcover",2015,"Fiction",13647
"684",684,683,10.4,92,"For the Love: Fighting for Grace in a World of Impossible Standards",1862,4.6,"Jen Hatmaker","Hardcover",2015,"Non Fiction",13488
"685",685,684,13.48,93,"Press Here (Interactive Book for Toddlers and Kids, Interactive Baby Book) (Press Here by Herve Tullet)",13598,4.8,"Herve Tullet","Hardcover",2015,"Non Fiction",14961
"686",686,685,8.22,94,"Little Blue Truck board book",8204,4.9,"Alice Schertle","Board book",2015,"Non Fiction",14414
"687",687,686,4.55,95,"Brown Bear, Brown Bear, What Do You See?",47193,4.9,"Bill Martin Jr.","Board book",2015,"Fiction",13136
"688",688,687,6.78,96,"A Long Walk to Water: Based on a True Story",16131,4.7,"Linda Sue Park","Paperback",2015,"Fiction",13371
"689",689,688,25.64,97,"A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons",33321,4.7,"George R. R. Martin","Mass Market Paperback",2015,"Fiction",14180
"690",690,689,13.32,98,"Rogue Lawyer: A Novel",17686,4.2,"John Grisham","Hardcover",2015,"Fiction",12422
"691",691,690,4.72,99,"Detailed Designs and Beautiful Patterns (Sacred Mandala Designs and Patterns Coloring Books for Adults)",1060,4.5,"Lilt Kids Coloring Books","Paperback",2015,"Non Fiction",13469
"692",692,691,5.99,100,"Lord of the Flies",31815,4.6,"William Golding","Mass Market Paperback",2015,"Fiction",11243
"693",693,692,11.46,1,"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",43339,4.3,"J.K. Rowling","Hardcover",2016,"Fiction",13367
"694",694,693,18.29,2,"StrengthsFinder 2.0",7082,4.1,"Gallup","Hardcover",2016,"Non Fiction",14592
"695",695,694,4.78,3,"First 100 Words: A Padded Board Book",35236,4.7,"Roger Priddy","Board book",2016,"Non Fiction",14109
"696",696,695,8.32,4,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing",28111,4.5,"Marie Kondō","Hardcover",2016,"Non Fiction",14850
"697",697,696,8.48,5,"Oh, the Places You'll Go!",42848,4.9,"Dr. Seuss","Hardcover",2016,"Fiction",13031
"698",698,697,14.25,6,"Diary of a Wimpy Kid #11: Double Down",14027,4.8,"Jeff Kinney","Hardcover",2016,"Fiction",13093
"699",699,698,12.77,7,"When Breath Becomes Air",29336,4.8,"Paul Kalanithi","Hardcover",2016,"Non Fiction",11174
"700",700,699,6.9,8,"Giraffes Can't Dance",28447,4.8,"Giles Andreae","Board book",2016,"Fiction",14810
"701",701,700,7.57,9,"The 5 Love Languages: The Secret to Love that Lasts",69866,4.8,"Gary Chapman","Paperback",2016,"Non Fiction",12807
"702",702,701,14.68,NA,"The Whole30: The 30-Day Guide to Total Health and Food Freedom",15544,4.6,"Melissa Hartwig Urban","Hardcover",2016,"Non Fiction",12638
"703",703,702,7.63,11,"A Man Called Ove: A Novel",56988,NA,"Fredrik Backman","Paperback",2016,"Fiction",12067
"704",704,703,11.7,12,"Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series)",11308,4.8,"Bill O'Reilly","Hardcover",2016,"Non Fiction",13373
"705",705,704,10.5,13,"How to Win Friends & Influence People",79094,4.7,"Dale Carnegie","Paperback",2016,"Non Fiction",12791
"706",706,705,12.07,14,"The Magnolia Story",10133,4.8,"Chip Gaines","Hardcover",2016,"Non Fiction",13168
"707",707,706,4.99,15,"Laugh-Out-Loud Jokes for Kids",10751,4.6,"Rob Elliott","Paperback",2016,"Non Fiction",11669
"708",708,707,17.36,16,"To Kill a Mockingbird",68842,4.8,"Harper Lee","Mass Market Paperback",2016,"Fiction",12138
"709",709,708,12.45,17,"Hillbilly Elegy: A Memoir of a Family and Culture in Crisis",29400,4.5,"J. D. Vance","Hardcover",2016,"Non Fiction",12919
"710",710,709,13.4,18,"Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter)",9202,4.7,"J.K. Rowling","Hardcover",2016,"Fiction",11313
"711",711,710,23.69,19,"Hamilton: The Revolution",13105,NA,"Lin-Manuel Miranda","Hardcover",2016,"Non Fiction",12190
"712",712,711,10.33,20,"The Girl on the Train",91515,4.1,"Paula Hawkins","Paperback",2016,"Fiction",14175
"713",713,712,8.55,21,"Mindset: The New Psychology of Success",13911,NA,"Carol S. Dweck","Paperback",2016,"Non Fiction",12972
"714",714,713,9.09,22,"The Official SAT Study Guide, 2016 Edition",1089,4.4,"The College Board","Paperback",2016,"Non Fiction",11545
"715",715,714,8.99,23,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns Paperback",3113,4.5,"Adult Coloring Book Designs","Paperback",2016,"unknown",12811
"716",716,715,7.74,24,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)",86676,4.7,"Don Miguel Ruiz","Paperback",2016,"Non Fiction",11456
"717",717,716,7.38,25,"Milk and Honey",46407,4.7,"Rupi Kaur","Paperback",2016,"Non Fiction",11141
"718",718,717,3.97,26,"The Going-To-Bed Book",15393,4.8,"Sandra Boynton","Board book",2016,"Fiction",13575
"719",719,718,15.2,27,"Born to Run",5515,4.7,"Bruce Springsteen","Hardcover",2016,"Non Fiction",15000
"720",720,719,9.94,28,"Alexander Hamilton",19082,4.8,"Ron Chernow","Paperback",2016,"Non Fiction",14877
"721",721,720,4.93,29,"The Very Hungry Caterpillar",54008,NA,"Eric Carle","Board book",2016,"Fiction",13492
"722",722,721,17.99,30,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change",9187,4.7,"Stephen R. Covey","Paperback",2016,"Non Fiction",13659
"723",723,722,1.5,31,"The Constitution of the United States",5802,NA,"Delegates of the Constitutional Convention","Pamphlet",2016,"Non Fiction",12094
"724",724,723,9.67,32,"Wonder",35698,NA,"R. J. Palacio","Hardcover",2016,"Fiction",13030
"725",725,724,8.55,33,"The Wonderful Things You Will Be",25148,4.9,"Emily Winfield Martin","Hardcover",2016,"Fiction",13677
"726",726,725,8.45,34,"You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life",35414,4.7,"Jen Sincero","Paperback",2016,"Non Fiction",13066
"727",727,726,25.99,35,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)",14418,4.6,"Thug Kitchen","Hardcover",2016,"Non Fiction",14490
"728",728,727,33.9,NA,"PokÃ©mon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 PokÃ©mon",5158,4.7,"Scholastic","Paperback",2016,"Fiction",12708
"729",729,728,24.29,37,"Publication Manual of the American Psychological Association, 6th Edition",12674,4.5,"American Psychological Association","Paperback",2016,"Non Fiction",14870
"730",730,729,14.42,38,"Cravings: Recipes for All the Food You Want to Eat: A Cookbook",10707,4.7,"Chrissy Teigen","Hardcover",2016,"Non Fiction",11593
"731",731,730,12.92,39,"Between the World and Me",20038,4.7,"Ta-Nehisi Coates","Hardcover",2016,"Non Fiction",14130
"732",732,731,4.99,40,"Calm the F*ck Down: An Irreverent Adult Coloring Book",21068,4.6,"Sasha O'Hara","Paperback",2016,"Non Fiction",14281
"733",733,732,5,41,"Dear Zoo: A Lift-the-Flap Book",26368,4.8,"Rod Campbell","Board book",2016,"Fiction",11437
"734",734,733,7.53,42,"Jesus Calling, Padded Hardcover, with Scripture references",31196,4.9,"Sarah Young","Hardcover",2016,"Fiction",11979
"735",735,734,5.49,43,"Night (Night)",8573,NA,"Elie Wiesel","Paperback",2016,"Non Fiction",12693
"736",736,735,NA,NA,NA,NA,NA,NA,NA,2016,NA,14390
"737",737,736,38.86,45,"Harry Potter Paperback Box Set (Books 1-7)",91629,4.9,"J. K. Rowling","Paperback",2016,"Fiction",14169
"738",738,737,21.99,46,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",21527,4.9,"J.K. Rowling","Hardcover",2016,"Fiction",11139
"739",739,738,9.05,NA,"10-Day Green Smoothie Cleanse",32825,4.7,"JJ Smith","Paperback",2016,"Non Fiction",13562
"740",740,739,8.47,48,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",9505,4.7,"Lysa TerKeurst","Paperback",2016,"Non Fiction",13370
"741",741,740,16.26,49,"The Nightingale: A Novel",99932,4.8,"Kristin Hannah","Hardcover",2016,"Fiction",14955
"742",742,741,23.7,50,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Illustrated) (2)",13321,4.9,"J. K. Rowling","Hardcover",2016,"Fiction",13420
"743",743,742,8.29,51,"Fahrenheit 451",34955,4.6,"Ray Bradbury","Paperback",2016,"Fiction",14601
"744",744,743,4.98,52,"Love You Forever",53161,4.9,"Robert Munsch","Paperback",2016,"Fiction",12815
"745",745,744,6.79,53,"The Great Gatsby: The Only Authorized Edition",18656,4.5,"F. Scott Fitzgerald","Paperback",2016,"Fiction",13386
"746",746,745,20.72,54,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",6296,4.6,"Patrick Lencioni","Hardcover",2016,"Fiction",14749
"747",747,746,18.98,55,"All the Light We Cannot See",67291,4.6,"Anthony Doerr","Hardcover",2016,"Fiction",12968
"748",748,747,4.55,56,"Brown Bear, Brown Bear, What Do You See?",47193,4.9,"Bill Martin Jr.","Board book",2016,"Fiction",14786
"749",749,748,13.29,57,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",94750,4.7,"Paulo Coelho","Paperback",2016,"Fiction",11964
"750",750,749,11.89,58,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer",10074,4.9,"Priscilla Shirer","Paperback",2016,"Non Fiction",13316
"751",751,750,24.5,59,"The Whistler",42265,4.4,"John Grisham","Hardcover",2016,"Fiction",12927
"752",752,751,4.14,60,"If Animals Kissed Good Night",69538,4.8,"Ann Whitford Paul","Board book",2016,"Fiction",11792
"753",753,752,15.9,61,"Cooking for Jeffrey: A Barefoot Contessa Cookbook",2405,4.7,"Ina Garten","Hardcover",2016,"Non Fiction",14857
"754",754,753,11.29,62,"The Trials of Apollo, Book 1: The Hidden Oracle (Trials of Apollo, 1)",9969,4.7,"Rick Riordan","Hardcover",2016,"Fiction",14283
"755",755,754,4.44,63,"Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids)",5687,4.5,"Rob Elliott","Paperback",2016,"Non Fiction",13189
"756",756,755,4.02,64,"Puppy Birthday to You! (Paw Patrol) (Little Golden Book)",12981,4.8,"Golden Books","Hardcover",2016,"Fiction",11104
"757",757,756,6.92,65,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are",29674,4.7,"Brené Brown","Paperback",2016,"Fiction",12419
"758",758,757,14,66,"Crisis of Character: A White House Secret Service Officer Discloses His Firsthand Experience with Hillary, Bill, and How They Operate",7693,4.2,"Gary J. Byrne","Hardcover",2016,"Non Fiction",12955
"759",759,758,5.99,67,"First 100 Animals",9440,NA,"Roger Priddy","Board book",2016,"Non Fiction",13931
"760",760,759,8.49,68,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns",3138,4.5,"Coloring Books for Adults","Paperback",2016,"Non Fiction",13430
"761",761,760,5.36,69,"Goodnight Moon",24815,4.9,"Margaret Wise Brown","Board book",2016,"Fiction",14048
"762",762,761,9.87,70,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",11620,4.8,"Brené Brown","Paperback",2016,"Non Fiction",11978
"763",763,762,9.89,71,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children)",13221,4.5,"Ransom Riggs","Paperback",2016,"Fiction",12435
"764",764,763,13.63,72,"Grit: The Power of Passion and Perseverance",12517,4.6,"Angela Duckworth","Hardcover",2016,"Non Fiction",12047
"765",765,764,14.98,73,"Emotional Intelligence 2.0",10429,4.5,"Travis Bradberry","Hardcover",2016,"Fiction",13703
"766",766,765,13.5,74,"The Underground Railroad (Pulitzer Prize Winner) (National Book Award Winner) (Oprah's Book Club): A Novel",21293,4.5,"Colson Whitehead","Hardcover",2016,"Fiction",14241
"767",767,766,9.49,75,"The Outsiders",30584,4.8,"S. E. Hinton","Paperback",2016,"Fiction",14080
"768",768,767,27.99,76,"The Food Lab: Better Home Cooking Through Science",9022,4.9,"J. Kenji López-Alt","Hardcover",2016,"Non Fiction",11982
